,0.0 g,72.65 g,272.25 g,471.56 g,673.02 g,872.42 g,1148.61 g,1345.57 g,1544.88 g,1744.3 g,1943.91 g,2073.13 g,2272.74 g,2472.04 g,2671.46 g,2868.42 g,3149.09 g,3345.72 g,3545.14 g,3716.65 g,3913.6 g,4113.02 g,4312.33 g,4513.81 g,4792.61 g,4992.03 g,5193.52 g,5392.82 g,5589.76 g,5789.34 g,5889.38 g,172.7 g,118.07 g
341,112832,121222,143810,166689,189439,212736,243619,266314,289246,311767,334748,348972,371770,392357,417419,439585,473306,494589,517383,537318,559568,581760,605442,628369,659883,682710,705709,728080,750630,772897,784979,132575,126177
342,112625,121087,143760,166520,189270,212583,243231,266420,289094,312160,334849,349526,371891,396294,417520,439372,473412,494896,517143,536963,559806,582043,605360,628749,659405,682417,705563,728024,750289,773238,785225,132422,126050
343,112893,False,144044,166418,189608,212416,243729,266465,289183,312035,334518,349633,372222,399421,417786,439687,472915,494666,517431,536961,559582,582560,605432,628434,659275,682492,705718,727741,750337,773630,784965,132338,126262
344,112726,121033,143880,166786,189567,212118,244201,266296,289168,311822,334392,349648,372445,400316,417589,439981,471892,494590,517504,536757,559633,582492,604840,628067,659222,682247,705873,728294,750283,774158,785188,132537,126165
345,112697,121093,144051,166598,189795,211868,244078,False,289079,311941,334679,349426,372716,399003,417890,440634,471421,494646,517271,536886,559425,582366,604649,627252,659652,682341,705574,728516,750933,774561,785229,132392,126362
346,112772,120882,143920,166898,189850,212359,243946,2130639,289413,311696,335035,349270,372529,395493,417722,440582,470790,494491,517296,536671,559401,582266,604844,626971,659686,682650,705668,728665,751258,774165,785021,132489,126123
347,112480,121134,143645,166618,189634,212463,243592,265988,289292,312130,335434,349356,372283,391729,417529,440457,471180,494789,517029,536772,559251,582175,604676,627130,659927,682633,705272,728745,751407,773756,784999,132582,126211
348,112799,121006,143815,166393,189713,212538,243675,266165,289131,312008,334727,349219,371820,389316,417534,440433,472317,494718,517309,537252,559176,582170,604994,627270,660392,682727,705440,728499,751107,False,784677,132470,126285
349,112716,121113,143659,166570,189548,212434,244063,266409,289161,311894,333880,349489,371595,389386,417279,440069,473011,495069,517407,536983,559412,581643,604781,628158,660017,682441,705679,728510,750911,773357,785059,132623,125904
350,112792,121161,143961,166472,189573,212300,244018,266254,False,312148,334340,349218,372173,392519,417677,439962,473552,494772,517433,537348,559262,581716,605038,628551,659847,False,705416,728329,750529,773521,785196,132305,126297
351,112964,120998,143836,166668,189615,212506,244067,266639,577963,311951,334812,349238,372148,396534,False,439665,473274,494464,517756,537415,559739,582041,605135,628834,659361,682703,705818,728026,750340,773941,784993,132468,126313
352,112697,121160,143576,166460,189409,212358,243649,266398,17288,312139,335541,349464,372306,399905,417768,439502,472713,494652,517664,536998,559785,582260,604795,628779,659223,682715,705772,728276,750573,773798,785203,132292,126327
353,112908,121018,143877,166542,189738,212406,243547,266301,289406,311720,335507,349493,372157,400623,417661,440024,472062,494226,517634,536789,559427,582760,605072,628184,659408,683031,705657,728388,750505,773916,784999,132279,126494
354,112822,121167,143791,166725,189705,212638,243821,266316,289015,311714,334586,349607,372018,398442,417582,440310,471241,494398,517725,536405,559719,582660,605027,627893,659195,682644,705662,729040,750925,773853,785017,132578,126316
355,112740,121230,143799,166620,189827,212132,243962,266119,289081,312088,333791,349287,372241,395253,417838,440744,471414,494708,517379,536718,559552,582687,605090,627391,659991,682535,705517,729094,750920,773389,784899,132375,126422
356,112943,120967,143838,166755,189868,212246,244234,266466,289130,311913,333424,349182,372144,391360,417540,440594,471753,494555,517386,537018,559424,582341,605000,627262,660250,682546,705521,728613,751121,773648,784735,132581,126164
357,112927,121143,143662,166617,189412,212441,243773,266266,288964,312112,334643,349326,372196,389555,417563,440189,472286,494911,517102,537303,559300,581749,604612,627627,660268,682303,False,728409,751304,773341,785075,132351,126160
358,113102,121069,143857,166514,189578,212441,243558,266393,289097,311879,335495,349091,372245,390409,417686,440184,472908,494995,517156,537574,559103,581675,605165,627847,660119,682476,705579,727643,751043,773271,784960,132317,126519
359,112766,121254,143806,166818,189455,212459,243716,266485,288969,311544,335528,349275,False,393294,417629,439756,472904,494846,517231,537063,559396,581682,605248,628452,659399,682392,705624,727659,751072,773511,785263,False,126264
360,112923,121333,143882,166394,189660,212138,243953,266219,289015,311866,335092,349293,372376,396795,417899,439750,473086,False,517352,536771,559361,582156,605383,628533,659148,682893,705739,727755,False,773474,785186,False,126515
361,False,121072,143885,166595,189830,212174,244255,266438,288963,311828,333782,349479,372393,399077,417703,439904,472606,494877,517702,536239,559617,582329,605298,628373,659200,683060,705687,727946,750464,773889,784667,132412,126320
362,112647,121153,143874,166498,189650,212245,243666,266459,288964,312019,333393,349836,372015,399517,417766,439935,471902,494847,517450,536263,559791,582416,604757,628151,659329,682760,706015,728415,750263,773614,784953,132726,126168
363,112627,121067,144066,166349,189628,212382,243544,266481,289318,311962,334144,349524,371923,397459,417742,440291,471591,495048,517449,536947,559528,582684,604944,627746,659675,682762,705807,728560,751006,False,784961,132426,126369
364,112698,121211,144019,166539,189429,212588,243588,266381,289286,311924,334994,349491,371601,394440,417543,440128,471276,495031,517278,537204,559652,582271,False,627859,659702,682153,705498,729102,751090,773334,False,132097,126159
365,112531,121218,143823,166497,189478,212262,243812,266109,289419,312059,335853,349336,371592,391977,False,440412,471688,494653,516953,537660,559183,582120,604593,627520,660113,681978,705475,False,751132,773530,785470,132297,126324
366,112681,121024,143679,166687,189782,212473,244585,266403,False,311525,335300,348940,371925,390516,417397,440625,472323,494860,517242,537416,559317,581961,604887,627442,660096,682217,705214,728380,751167,773581,784792,132210,False
367,112839,121356,143481,166694,189474,212357,244319,266214,-6094849,311791,334461,349204,372183,391611,417440,440364,472572,494643,517258,537027,559455,581523,604630,627901,659885,682655,705321,727801,750776,773758,784599,132545,2018751
368,112871,120965,143888,False,189530,212355,243612,266261,288580,311973,333981,349165,372677,394333,417911,440268,473054,494734,517639,536871,559521,581913,604917,628075,659893,683203,705412,727753,750737,773774,784905,132392,63851
369,112891,120908,143766,False,189489,212554,243199,266427,288962,311894,333812,349486,372549,396813,417851,439590,472780,494896,518010,536465,559974,582073,605144,628398,659678,683085,705740,728029,750566,773526,784927,132341,126201
370,112725,121094,143716,84001,189592,212372,243021,266269,288986,312102,334720,349531,372422,398578,417839,439777,472748,494616,517658,536538,559855,582573,605007,628218,659635,682996,706234,728190,750574,773829,785213,132559,126463
371,113010,120885,143683,166698,189679,212360,244125,266327,289340,311860,335116,349318,372245,False,417666,439971,472264,494879,517573,536793,559777,582750,605250,628049,659476,682657,706135,728655,750872,773604,785176,132239,126171
372,113002,121190,143736,166592,189370,212224,244570,266155,289529,312015,335410,349375,371762,-4027233,417543,439888,471480,494770,517237,536974,559523,582644,605096,628070,659499,682209,706067,728569,750523,773488,785218,132398,126276
373,112810,121072,144029,166663,189751,212340,244478,266332,289296,311956,334944,349107,371717,396781,417676,440401,471329,494626,516959,537412,559019,582746,605236,627869,659991,682302,705761,728861,750789,773623,785198,132317,126286
374,112846,121203,143747,166472,189544,212701,244040,266541,289065,311704,334279,349243,371731,394399,417294,440452,471121,494606,517090,537201,559213,582076,605036,627934,659926,682039,705202,728658,750799,773285,784805,132208,126238
375,112598,121431,143743,166570,189566,212593,242969,266288,288697,311972,334595,349327,372129,392195,417546,440544,471649,494967,517039,537020,559278,581769,604518,627795,660071,682155,705295,728298,750814,773415,785064,132776,126411
376,112702,121211,143877,166637,189718,212410,243291,266598,288821,311723,334580,349169,372470,391527,417667,440690,472464,494760,517581,False,559400,581628,604566,627970,659964,682616,705353,728071,750913,773495,784953,132569,126210
377,112714,121239,143812,166540,189462,212034,243799,266316,289049,312020,334979,349385,372501,392133,417669,440136,473166,494619,517557,537339,559448,581656,604455,628288,659657,682683,705712,727667,False,773744,785006,132687,126212
378,112760,121159,144102,166923,189642,212119,244177,266293,289010,311926,335114,349233,372689,394257,417939,440226,473599,494787,517468,537291,559492,582312,604915,627925,659814,683091,705870,728170,750716,773768,785050,132644,126163
379,112872,121202,143832,166670,189325,212566,244463,False,289390,311721,334763,349602,372492,396785,417863,439751,472876,494528,517593,536914,559819,582613,605397,628150,659420,682880,705716,728394,750766,773443,784823,132463,126225
380,112623,121204,143783,166648,189435,212621,243542,4328447,289073,312056,334826,349534,372179,398061,False,439248,472126,False,517448,537010,559386,583146,False,628107,659729,682690,705870,728378,750717,False,785166,132675,126241
381,112900,121088,143904,166689,189872,212709,243291,266224,288954,311986,334301,349405,371955,398133,417877,439478,470989,False,517688,536690,559439,582955,604988,627990,659833,682207,705499,728574,751046,-4521985,785178,132561,False
382,112907,121368,143761,166379,189569,False,243311,266637,288922,312109,334398,349214,371513,396484,417882,439924,470324,494932,517484,536397,559521,False,605452,627961,659931,681756,705577,728241,750820,773291,785221,132547,251827
383,112688,121117,143971,166635,189583,212155,244281,266643,288940,311981,334505,348885,371889,394392,418119,440792,471265,494799,517655,536566,559421,583043,605152,627683,659941,682240,705578,728379,750833,773615,785350,132418,17347
384,112848,121052,143810,166613,189409,212119,244399,266513,False,311563,334423,349062,371999,392573,417834,440964,472370,False,517782,536668,559551,582982,605150,627911,False,682423,705314,728195,750944,773831,784955,132270,126314
385,112816,121147,143811,166511,189297,212715,243978,266228,3492223,False,334938,349374,372335,391559,417846,440764,473517,3432447,517414,537408,559123,582602,605024,627928,660095,682748,705498,728030,750644,773534,784881,132475,126189
386,112828,120892,144008,166767,189681,212563,243101,265901,289266,-4060161,334827,349390,372893,392721,417620,440218,473934,494498,517321,537566,559191,582397,604820,627920,659792,683041,705453,728322,750813,773713,784678,132314,126336
387,112754,121013,143891,166620,189556,211968,242985,266336,289124,311612,334638,349632,372532,394643,417376,439501,473434,494883,517256,537478,559406,581559,604983,628197,659781,682872,705597,728379,750559,773733,784983,132474,126316
388,112822,120915,144000,166687,False,212099,243910,266443,289028,311755,334541,349347,372343,396609,417693,439534,472355,494672,517473,537107,559444,581175,604919,628056,659917,682870,705784,728734,750783,773660,784896,132364,126105
389,112866,121160,143805,166442,189552,212120,244173,266742,288873,311952,334377,349351,371869,397927,417705,439330,471020,494492,517644,536446,559710,581306,604898,628197,659852,682496,False,728813,750994,773598,784964,132254,126347
390,112657,121366,143883,166350,189206,212723,244395,266709,289210,312022,334588,349494,371782,397705,418050,439954,470646,494744,517485,536682,559437,581892,604920,627835,660030,682291,705876,728294,750855,773077,785403,132377,126065
391,112840,120923,143860,166582,189424,212739,243752,266257,289188,312188,334502,349436,False,396560,417998,False,470912,494617,517551,536734,559356,582710,604620,627664,659800,682134,705602,728259,751094,773222,785081,132238,126142
392,112790,121061,143638,166513,189337,212564,243268,266150,289290,311676,334786,349542,372337,394491,417787,440658,471710,494777,517281,False,559302,582795,604888,627690,659979,682212,705435,727927,750881,773330,784799,132542,126423
393,112667,121049,143891,166807,189371,212355,243643,266098,289307,311716,334899,349306,372098,392800,417922,440244,473100,494726,517246,537089,559098,583064,604999,627689,660052,682518,705608,728152,False,773582,784812,132411,126173
394,113052,121017,143836,166642,189684,212196,243823,266307,289078,311824,334727,349552,371901,392226,417689,440222,473560,494781,517391,536615,559379,582800,605220,628148,659778,682732,705505,728245,750576,773945,False,False,126406
395,False,121231,143911,166615,189481,212496,244334,266663,289296,311751,334786,349503,371812,392533,417711,440437,473522,494936,517456,536685,559500,581950,605171,628017,659957,683068,705555,728338,750842,773752,784887,1058719,False
396,112679,120885,143961,166691,189662,212530,244041,266406,288967,311995,334323,349331,372149,394549,417626,440169,472664,494678,517761,536402,559897,581545,False,627861,659919,683169,705419,728671,750635,773842,785023,132611,126393
